"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"39","Laptop","ASUS Chromebook CX1, 14 FHD","Christopher P.","Reviewed in the United States on October 20, 2024","","Bluetooth does not pair with Logitech mouse. No Touchscreen to enable, does not work. Nothing mentioned on site. Only Touchpad is operable, no good for Excel. Very displeased with his model. Only able to use Touchpad not mouse. Difficult to use.",1,NA
"40","Laptop","ASUS Chromebook CX1, 14 FHD","franny12","Reviewed in the United States on May 2, 2024","won't turn on","We used this device for YouTube, google docs, kids’ school and email. It did what we needed it to for a great price. It came with a junky charging cord that needed to be replaced right away, but that was still under warranty. I purchased it in July ‘22 and now March ‘24 it died. It was inconvenient to wait for a new charging cord and 2 different batteries as I tried to trouble shoot it. Nothing has worked to power it on, and I am not paying asus to fix it as their warranty was less than a year.",3,NA
"41","Laptop","ASUS Chromebook CX1, 14 FHD","John W. Beyer","Reviewed in the United States on April 23, 2024","","Asus makes superior products. Very high quality laptop.",5,NA
"42","Laptop","ASUS Chromebook CX1, 14 FHD","EDZ COLLECTIONS","Reviewed in the United States on August 4, 2023","","It took me a few minutes to get used to it because it has a different material then my HP Chromebook. It's also big which is what I wanted. The keyboard is carpal tunnel friendly you have plenty of room to rest your hands when you use the home keys and type. Good chromebook",5,NA
"43","Laptop","ASUS Chromebook CX1, 14 FHD","EDZ COLLECTIONS","Reviewed in Singapore on April 2, 2023","Large display, but Color and Speakers just ok","like it, less updates, but too big too heavy. less apps. overall is good.",5,NA
"44","Laptop","ASUS Chromebook CX1, 14 FHD","leslie k.",NA,"",NA,4,NA
"45","Laptop","ASUS Chromebook CX1","Fay Farrington","Reviewed in the United States on November 14, 2024","","Very nice. Like the keyboard as well. Makes it easier to use. Good quality. Have loaded lots of games on it. It runs great with all of them.",5,NA
"46","Laptop","ASUS Chromebook CX1","Beez","Reviewed in the United States on November 21, 2024","","This is all great purchase.  Fast & easy to use.  Light enough to easily carry.  Yet built fairly solid.  I highly recommend this Chromebook!",5,NA
"47","Laptop","ASUS Chromebook CX1","Terilyn A. Hayashi","Reviewed in the United States on October 31, 2024","Like it","Bought this computer for my 8 year old to do her studies on and for me to do some basic word processing.  The laptop is sturdy and does the job for us.  She loves the touchscreen option to do her math facts practice online.It is quite heavy but nothing unbearable.I was hoping to load Microsoft Office on it; however it isn’t compatible. I’m a little bummed about that but that was my fault in not researching it more.Still love my purchase.",5,NA
"48","Laptop","ASUS Chromebook CX1","Keith","Reviewed in the United States on November 2, 2024","","Just not used to chrome book, had to Google how to do basic things. Maybe that's OK, not really sure. Size,weight, keys,speed,sound quality, ease,battery life, all that is good. Apps work well.",4,NA
"49","Laptop","ASUS Chromebook CX1","Maysam AL Gharbawi","Reviewed in the United States on November 21, 2024","","Excellent laptop",5,NA
"50","Laptop","ASUS Chromebook CX1","Brian Bober","Reviewed in the United States on October 23, 2024","GREAT CHROMEBOOK","I normally don't write reviews, but when I do it's either for something outstanding or something that should be steered clear by everyone in the general public. Unfortunately, this one is for the latter.  I purchased this device to begin with as a laptop to be used by my son for Chicago public schools and allow him to be able to access his school work. Upon receiving the first unit physically, the device looks and feels wonderful and within 2 days of starting to use it. The screen was no longer capable for touch capabilities and the keyboard was non-functional as well.  I called their customer support line at Asus and Asus. Couldn't figure out what was wrong either, but I was supposed to pay to send a device I just bought to go have it repaired by Asus and this is why I say their customer service is knowledge below standard but I would say some of the worst there is on the market today.  Amazon luckily was able to step in and send me a new unit as a replacement.  Amazon's customer service is some of the best I've ever you dealt with.  Got the new unit and now this one over here. Can't even stay connected to Wi-Fi. My kid can't do his homework.  This computer is a total piece of garbage even for something as simple as a means to do homework for a grade school.  I will never touch another asus device again and I would advise anyone else that is looking into this product to look elsewhere to avoid the frustration that I'm going through right now",1,NA
"51","Laptop","ASUS Chromebook CX1","Brian Bober","Reviewed in the United States on September 26, 2024","","Great bang for your buck , perfect size and the battery lasts long. . Great quality. Perfect screen size and quality. Easy to use",1,NA
"52","Laptop","ASUS Chromebook CX1","Erika Renteria","Reviewed in the United States on September 2, 2024","","I wasn’t looking for the fastest computer or anything but just something that can get the job done with efficiency and here I find it. Was a great find and would consider this a good choice for your first computer.",5,NA
"53","Laptop","ASUS Chromebook CX1","Jeff B.",NA,"Great value",NA,5,NA
"54","Laptop","Amazon Fire 7 tablet (newest model) 7","Pamela R. Merritt","Reviewed in the United States on August 5, 2023","","I needed an e-reader which could handle my needs, and that's why I rated my Fire 7 highly. I'm not using it to play games or stream movies or take pictures and videos. Though I got the no ads/32 gig model, because reading is serious business.Because it was my six year old Kindle Paperwhite that got me into this. I love reading on it, even library books. This is important, because I'm a writer (The Way of Cats book) and a devoted reader. To keep up with this favorite hobby, I have a Kindle Unlimited subscription. Still, there are many books, and I also subscribe to Scribd. I have books I own, and books I rent, essentially.Which makes my Paperwhite less of a general reader than I would like. I'm also researching a new book. I can send all these PDFs to my Kindle account, but it's not the same reading or highlighting experience as an optimized PDF reader. In my mind, I'd like to keep these documents, but not on my Bookshelf, mixed with the thrillers and the sciences.Recent thoughts of how long my Paperwhite would last led me to consider e-readers in general. Reading outdoors is combining two of my favorite things, where a dedicated e-ink device really shines, so some kind of Kindle reader is important to me. But I could really use a general purpose reader. This was my first attempt at combining these needs. I am very pleased.The Silk browser, included, let me navigate to the address of the Scribd app (information on the Scribd site.) This let me download a third party app, permission for which I first adjusted in settings. Currently testing PDF readers in the Amazon App Store, for some free books I got in that format.Now I have three readers in one. My Kindle and Scribd books update on my other apps, and I them as I've always done. This screen is as easy to read on as my iPad mini, so no complaints. My iPad is bigger and heavier, with the case and the Pencil, and not something I put in my purse if I don't need to. The Fire 7 works better for what I usually need a purse device for, which is reading and web browsing. My phone is really old and won't keep downloaded books for very long. The idea being that if I'm stuck somewhere with no wifi, I have books in the device. And they will be there.The Kindle app is almost fully operational, but I can't put books into Collections with it, and the layout is subtly different, but it works fine. If it gets confused, I restart it. It's not a high tech device, but it's great for the price.",5,NA
"55","Laptop","Amazon Fire 7 tablet (newest model) 7","Pamela R. Merritt","Reviewed in the United States on August 23, 2023","","So I only just got this and thought I'd share my initial review and hopefully answer questions that others might have that has been difficult to find answers for.Size differencesAs most have already seen, this version is different from the previous in shape and size, yes it is slightly smaller. For most users who had the previous version, the kicker is that your covers and cases etc. are no longer compatible.Also the Charger uses USB-C plug also which is different from the previous versions.In terms of performanceThis is night and day in comparison to the older versions.  The older version was slick when it first came out but like most people know, the FireOS is basically Android and as more and more updates have been applied, the older version is now running really slow. So basically this new version hardware was tailored for the today's version of android thus it runs very fast and very slick, this is a very crucial issue.NO YOUTUBE KIDS APPThe biggest issue anyone will encounter and is well known about is that this does not have the Google Play Store or accompanying services. That means that IT DOES NOT HAVE THE NATIVE YOUTUBE KIDS APP.There are many people on here that simply either don't understand what a native app is or simply confuse it with the main Youtube. I myself had multiple answers that failed to answer this basic question with multiple contradictory answers or reviews that failed to  understand the question.Amazon FIRE tablets DO NOT HAVE YOUTUBE KIDS Apps. Amazon has their own Youtube.com app which it seems they created as the developer email address for that app is an amazon.com email address. When you click YOUTUBE KIDS link in that app it jumps to the browser and opens in the browser which is a terrible experience. It is strange given that on the fire TV, the YouTube app allows you to switch to kids profiles, if only Amazon would do that for their tablet youtube app. But until then What you have are 3rd party apps built by you know who on the AppStore that plays youtube. They are not native apps, nor do they support most of the functionality as is. They are not written by Youtube, Google or Amazon either, so if you want to give those apps your google login which is used for Youtube Kids then you do so at your own risk.YES YOU CAN INSTALL YOUTUBE KIDS NATIVE APP, BUT YOU HAVE TO DO IT YOURSELF.I don't know why nor will I try to even get into this very very old topic of not having youtube kids, but the GOOD news is that it is very simple and easy to get Youtube kids native apps on this 12th gen version. You don't need to be a modder or anything intense. But a simple web search will tell you how to do this. Just know that you will have to install 4 different google apps/services first to get the Play Store. This is even easier as you simply open the browser, download each of them from the website and Click to install. DONE AND DUSTED.  Once you have the Play Store you can easily install any of the native youtube Kids apps or even the original Youtube app from google and even login to your tablet with your gmail account. I was able to do this in 30 minutes.With YouTube Kids installed. I am now able to give this 10 Stars.This is basically very decent hardware and latest OS for $60.You cannot go wrong with this as a kids tablet especially with the ability from Amazon to quickly lock this down.Touch Screen is extremely responsiveI have struggled to find a decent priced kids tablet that is responsive enough to use the ANTON app without lag. This is the fastest tablet I have seen at this price point. For those that haven't used ANTON, it is by far the best app for teaching your kids. It has school derived lessons, I would recommend every parent should download ANTON. But it's writing lessons, needs a screen that is responsive and a fairly decent tablet. This tablet passes the ANTON test with a gold star.Sound is clear with some bass. It doesn't sound like a tin can.Sound quality is very loud and clear. Trust me, if you've been through the dozen kids tablets I have, you will be surprised how much of a let down it would be when you have poor sound. Kids need to hear clearly and this does it without issues.The Amazon AppStore itself is actually pretty good. All the apps we had on our old android tablet were available except for Youtube Kids. I'd imagine there are many more that are not available but most of the decent kids ones are on there including ANTON, ABC Kids etcI would think that since the FireTV Youtube app allows kids profiles, that Amazon would at some point do the same with their own tablet Youtube app.As it is right now this table is almost perfect especially once I was able to manually install play store and youtube kids easily. I'm ordering a second one.",5,NA
"56","Laptop","Amazon Fire 7 tablet (newest model) 7","Careful_User",NA,"Stars for use as an e-reader, which is why I got it",NA,5,NA
"57","Laptop","Lenovo V15 Newest 15.6","Marla","Reviewed in the United States on June 26, 2024","","Used For Home and Business and fairly easy to set up. Quality seems great. Only had it about 3 days so somewhat early to rate. Arrived well packaged and undamaged.",5,NA
"58","Laptop","Lenovo V15 Newest 15.6","Pcaldecr","Reviewed in the United States on February 6, 2024","","La batería no rinde demasiado pero se desempeña muy bien, excelente compra.",5,NA
"59","Laptop","Lenovo V15 Newest 15.6","Barry","Reviewed in the United States on October 30, 2020","quality and pricing","",4,NA
"60","Laptop","Lenovo V15 Newest 15.6","MDP","Reviewed in the United States on August 6, 2020","","I mean, it has great processing power, it's a really fast computer, but for the price I expected more from the display. It's okay if all you want to do is basic word processing and mundane basic programs, youtube videos etc. But the display is tiring to look it bc it's not as crisp as I've become used to. Overall decent laptop",5,NA
"61","Laptop","Lenovo V15 Newest 15.6","kendra cornell","Reviewed in the United States on October 1, 2020","","This is a very nice machine. Super fast and SILENT. Literally makes no sound (except from speaker of course) while its running. The SSD is 1TB and super fast. Plenty of RAM and processer power. The Nvidia GeForce video card is great. I haven't played many games yet, but the ones I did I ran at FULL graphics settings... I thought it might not be able to run smooth with AA at 8x AF on, but it handled it perfectly! The backlit keyboard is blue and you can adjust the light. Great for typing in the dark like I do. I do not have anything negative to say about this machine... Its the best bang I could find for my buck! Also fast shipping and great seller! Thanks!",5,NA
"62","Laptop","Lenovo V15 Newest 15.6","tpipher","Reviewed in the United States on August 12, 2020","Excelente desempeño","Easy and fast setup. Good clean design.",5,NA
"63","Laptop","Lenovo V15 Newest 15.6","Kyle Henderson","Reviewed in the United States on November 1, 2020","","This was not cheap for a IBM computer, but wanted something to video editing on so I bought it.  The thing flies.  Its light for its size.  Now my wife wants to use mine instead of hers.  If you need a workhorse this one is it.",5,NA
"64","Laptop","Lenovo V15 Newest 15.6","Sylvia","Reviewed in the United States on February 14, 2022","","The wife was in need of a new home PC. Lenovo are the best and this one fit the bill. The battery life is good for most of the day use, the laptop is light for its size.Worth the buy.",5,NA
"65","Laptop","Windows 11 Laptop Computers","Beefcake","Reviewed in the United States on October 24, 2024","","I recently upgraded to this 17-inch laptop, and it’s been fantastic. The large screen size is perfect for multitasking, gaming, or watching movies, with clear colors and details that make everything look good. Performs very well handling heavy workloads and multiple applications without any lag. The keyboard is comfortable, and the battery life is impressive for a laptop of this size. It’s portable enough to take on the go but also feels sturdy and well-built.Overall very happier with my purchase. Highly recommend it for anyone looking for power, performance, and a fantastic viewing experience all in one.",5,NA
"66","Laptop","Windows 11 Laptop Computers","rachel","Reviewed in the United States on November 12, 2024","","15.6 Inch Laptops, Laptop Computers with 36GB RAM, 128GB EMMC, and 1024GB SSD. | just bought this computer as a gift for my son's college education M, He really likes itHesaid that this computer has a large capacity and is very convenient for doing homework and work.The important thing is that he plays games very quickly, and this computer is also very lightweight. I am glad that I chose this computer, it is worth the money,",5,NA
"67","Laptop","Windows 11 Laptop Computers","rachel","Reviewed in the United States on November 11, 2024","Beefy Laptop","I was very pleased with the laptop. It met all my expectations and was quite easy to set up. Computer arrived in good shape. Very light and slim. Plenty of storage. Transfer of files and settings from prior laptop shockingly easy and fast. I used to have to wait 5 minutes for my old computer to start up. This one starts almost instantly when I open it up from sleep. I tend to use 4 or 5 programs at once so I keep it challenged. I'm not a gamer so I can't honestly say how it works for gaming, but I imagine it would do well, based on using it for other graphics related things and streaming movies. I do all my writing on Google Docs and I am very happy with the battery life.",5,NA
"68","Laptop","Windows 11 Laptop Computers","Mike","Reviewed in the United States on November 20, 2024","","",5,NA
"69","Laptop","Windows 11 Laptop Computers","Mike","Reviewed in the United States on November 5, 2024","","The media could not be loaded.",5,NA
"70","Laptop","Windows 11 Laptop Computers","Olivia","Reviewed in the United States on October 24, 2024","Great product!","I received the laptop and the first thing I checked was the charging port location, as the one on my old laptop was poorly designed and caused damage to the port over time. Even though I kept using it, it eventually became unbearable, so I decided it was time for a new one. Since my wife uses the laptop more often than I do, I chose this pink one. Honestly, I really love the color! I usually go for silver laptops, as they’re more common, but trying this new color really made me appreciate it more. My wife was also impressed by it!Although the brand isn’t very well-known, a friend recommended it, and after trying it out, I found it has everything we need. The specs and features are quite comprehensive, and for the price, it’s a great deal compared to more expensive brands offering similar features. The price is really affordable, and when comparing it to other brands, I think it’s worth every penny. Both my wife and I are really happy with this laptop – it performs quickly and efficiently. Definitely a great purchase!",5,NA
"71","Laptop","Windows 11 Laptop Computers","Olivia","Reviewed in the United States on October 21, 2024","","I was in the market for a laptop but didn't need anything too fancy. Just some basic needs. This one I couldn't let pass me by as the price was incredibly affordable during October Prime Days. I was a bit skeptical at first but the screen and keyboard are great size, the picture is great, sound quality is great, the setup was easy and it is exactly what I need it for. Definitely more than expected.Great purchase!",5,NA
"72","Laptop","Windows 11 Laptop Computers","Lolie","Reviewed in the United States on November 24, 2024","","The setup is easy, and the computer seems to be of good quality.  The screen clarity is sharp and clear.  I'm surprised at how quick it gets applications open and impressed with the overall quality of this laptop.",5,NA
"73","Laptop","Windows 11 Laptop Computers","Heather",NA,"Very slim, excellent battery life!","First of all the The price was fantastic! It’s an easy to use open and go laptop, and it is up-to-date with everything you need for browsing the Internet, Purchasing on the Internet, checking your Email, and even working from home on it. It’s very light weight. It’s very fast and the battery life last forever it seems.",5,NA
"74","Laptop","Windows 11 Laptop Computers","Jme",NA,"","The reviews on this were fairly good I decided to give it a try as I just needed a casual laptop to edit photos a few time a year and pay bills. This laptop is extremely slow. You also have to manually install the extra RAM and SSD",5,NA
"75","Laptop","Windows 11 Laptop Computers","Morgan Wieland",NA,"",NA,1,NA
"76","Laptop","15.6 Inch Laptops","Joe","Reviewed in the United States on September 23, 2024","","This 17.3-inch laptop with a Core i3 processor offers solid performance for everyday tasks at an affordable price. The display stands out with a Full HD IPS screen, providing clear and crisp visuals that are easy on the eyes, making it suitable for work and casual media consumption. With a 128GB SSD, boot times are quick, and basic applications open smoothly, though users handling larger files might consider utilizing the expandable 1TB storage option for added space.The 4GB of RAM may be limiting for heavy multitasking but is sufficient for basic productivity tasks like web browsing, document editing, and video streaming, which are exactly what I need. The inclusion of USB 3.2, Type-C, and mini HDMI ports adds versatility to the laptop, making it easier to connect additional devices or external displays. The 8000mWh battery provides reasonable longevity, making it convenient for users who need to work on the go without frequently searching for power outlets.The 5G WiFi ensures fast and stable internet access, enhancing the overall experience. The integrated webcam is functional for video calls, Zoom, or Team.Overall, this laptop offers good value for users looking for a larger screen and basic functionality for everyday use. It is a dependable option for those seeking an entry-level device with decent features.",5,NA
"77","Laptop","15.6 Inch Laptops","Nhi Nguyen","Reviewed in the United States on October 28, 2024","","My son needs a large screen laptop for school and this one is just perfect. It is very good quality with fast processor and the SSD provides a quick response time. The price is reasonable for the great performance, speed and versatility.  The battery life so far is good and the display is crispy clear with vivid colors. It operates very quiet and stays cool. Definitely a great laptop, recommended.",5,NA
"78","Laptop","15.6 Inch Laptops","Stormy","Reviewed in the United States on November 26, 2024","Reliable and affordable","This computer was easy to set up because of the simple instructions that were included. The speed, quality, size and color are all as described.  Thank you for the positive purchase as beginning school again has been stressful enough!",5,NA
"79","Laptop","15.6 Inch Laptops","Stormy","Reviewed in the United States on November 25, 2024","","The Laptop is an amazing product for a fairly low cost. I have downloaded APPS that I use for work and the computer handles everything without issues and I have plenty of memory. I would recommend this laptop to anyone.",5,NA
"80","Laptop","15.6 Inch Laptops","walter nichols","Reviewed in the United States on December 14, 2023","","This is a great machine for the price. I had an old lenova laptop that has become slow and outdated. This is a great replacement with a quad 4 processor. Big screen makes visibility great and it's sleek and slim.",5,NA
"81","Laptop","15.6 Inch Laptops","Amazon Customer","Reviewed in the United States on November 20, 2024","Great Laptop","It was delivered fast.It was exactly what i needed.Very slim and a light weight which makes it easy to carry.  Setting it up today . Very easy to do.",5,NA
"82","Laptop","15.6 Inch Laptops","Moise Bourassa","Reviewed in the United States on November 15, 2024","","I ordered this for my son to use for school homework,love the size It's small but very easy to carry. It is also good speed computer. We have downloaded a few bigger games and it has held up great .",5,NA
"83","Laptop","15.6 Inch Laptops","Big big","Reviewed in the United States on September 23, 2024","","Very happy with this computer I ordered it for replace my old laptop,I am very satisfied with the configuration for home office work. Very satisfied with the price. Thank you",5,NA
"84","Laptop","15.6 Inch Laptops","Big big",NA,"Great Computer",NA,5,NA
"85","Laptop","15.6 Inch Laptops","j kings",NA,"",NA,5,NA
"86","Laptop","15.6 Inch Laptops","j kings",NA,"",NA,5,NA
